Sr. No,State,District1,District,Major Sector,Sub-sector1,Sub-Sector,Detailed Sector,Occupation/Activity,Concatenate,Sum of Activity,Outstanding credit Sep 2017,Ratio = Outstanding credit 2017/sum of activity,01-09-2017,01-12-2017,01-03-2018,01-06-2018,01-09-2018,01-12-2018,01-03-2019,01-06-2019,01-09-2019,01-12-2019,01-03-2020,01-06-2020,01-09-2020,01-12-2020,01-03-2021,01-06-2021,01-09-2021,01-12-2021,01-03-2022,01-06-2022,01-09-2022,01-12-2022,01-03-2023,01-06-2023,01-09-2023,01-12-2023,01-03-2024,01-06-2024,01-09-2024,01-12-2024,01-03-2025
34,UTTARAKHAND,681,TEHRI GARHWAL,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,TEHRI GARHWAL Mfr of Dairy Products,135453776,2046,,1.54,1.58,1.22,0.94,0.89,1.00,0.98,1.18,1.00,0.97,0.62,0.64,1.47,1.37,0.90,0.96,0.90,0.76,1.39,1.23,1.28,1.33,0.87,1.12,1.02,0.79,0.37,0.25,0.18,0.15,0.13
34,UTTARAKHAND,682,UDHAM SINGH NAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,UDHAM SINGH NAGAR Mfr of Dairy Products,135453776,145737,0.0011,0.17,0.12,0.12,0.11,0.09,0.08,0.08,0.08,0.04,0.07,0.07,0.07,0.07,0.05,0.05,0.05,0.05,0.05,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.05,0.04,0.04,0.03,0.04,0.04
34,UTTARAKHAND,683,UTTAR KASHI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,UTTAR KASHI Mfr of Dairy Products,135453776,962,,0.88,0.91,0.82,0.91,1.19,0.99,0.97,1.11,0.96,0.86,1.08,0.90,1.59,0.60,0.33,0.29,0.33,0.39,0.43,0.44,0.43,0.63,0.77,0.69,0.53,0.46,0.39,0.36,0.44,0.45,0.25
35,UTTAR PRADESH,684,AGRA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,AGRA Mfr of Dairy Products,135453776,5382568,0.0397,6.68,6.70,5.42,5.64,5.37,5.53,6.38,6.69,5.57,5.69,7.60,7.02,5.88,6.77,6.23,5.50,5.53,6.31,7.20,6.81,6.24,6.63,6.92,6.47,5.87,6.06,4.82,5.17,4.11,3.82,3.93
35,UTTAR PRADESH,685,ALIGARH,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,ALIGARH Mfr of Dairy Products,135453776,134350,0.001,0.78,0.80,1.19,1.13,1.26,1.42,0.83,0.82,0.67,0.58,0.58,0.66,0.56,0.68,1.46,1.84,1.49,1.89,2.11,2.23,2.06,2.22,2.98,2.73,2.17,1.68,1.07,1.54,1.55,0.73,0.61
35,UTTAR PRADESH,686,ALLAHABAD,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,ALLAHABAD Mfr of Dairy Products,135453776,319085,0.0024,1.68,2.43,0.57,1.56,0.23,0.20,0.18,0.19,0.22,0.19,0.17,0.30,1.03,0.95,0.35,0.31,0.31,0.18,1.36,-,-,-,-,-,-,-,-,-,-,-,-
35,UTTAR PRADESH,687,AMBEDKAR NAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,AMBEDKAR NAGAR Mfr of Dairy Products,135453776,2882,,0.06,0.04,0.05,0.06,0.08,0.09,0.09,0.10,0.11,0.07,0.16,0.15,0.15,0.14,0.18,0.16,0.15,0.13,0.15,0.17,0.17,0.17,0.21,0.18,0.27,0.29,0.34,0.39,0.33,0.24,0.26
35,UTTAR PRADESH,688,AMETHI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,AMETHI Mfr of Dairy Products,135453776,9534,0.0001,0.09,0.09,0.12,0.12,0.11,0.15,0.17,0.20,0.25,0.19,0.23,0.19,0.25,0.23,0.23,0.24,0.20,0.19,0.23,0.23,0.25,0.27,0.32,0.45,0.51,0.44,0.42,0.47,0.69,0.66,0.68
35,UTTAR PRADESH,689,AMROHA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,AMROHA Mfr of Dairy Products,135453776,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,0.15,0.17,0.16,0.26,0.34,0.27,0.25,0.20,0.16,0.19,0.16
35,UTTAR PRADESH,690,AURAIYA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,AURAIYA Mfr of Dairy Products,135453776,5877,,0.41,0.31,0.67,0.86,0.70,0.62,0.60,0.65,0.79,0.76,0.74,0.83,0.87,0.81,0.93,0.93,0.95,0.81,0.88,1.13,1.07,0.56,0.53,0.78,0.85,0.79,0.74,0.85,0.77,0.72,0.69
35,UTTAR PRADESH,691,AYODHYA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,AYODHYA Mfr of Dairy Products,135453776,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.39,0.68,0.64,0.56,0.61,0.64,0.63,0.57,0.38,0.43,0.62,0.76
35,UTTAR PRADESH,692,AZAMGARH,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,AZAMGARH Mfr of Dairy Products,135453776,2761,,0.09,0.08,0.12,0.10,0.11,0.11,0.12,0.14,0.15,0.15,0.26,0.18,0.27,0.20,0.20,0.16,0.17,0.15,0.36,0.45,0.41,0.59,0.53,0.60,0.64,0.58,0.51,0.45,0.40,0.41,0.31
35,UTTAR PRADESH,693,BAGHPAT,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BAGHPAT Mfr of Dairy Products,135453776,45654,0.0003,2.95,2.70,2.57,2.43,2.70,2.88,2.87,3.58,3.38,3.32,3.23,2.82,3.75,3.83,3.16,2.74,2.90,3.00,2.55,2.94,2.14,2.63,2.11,2.64,2.80,2.66,1.83,1.81,1.50,1.36,1.35
35,UTTAR PRADESH,694,BAHRAICH,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BAHRAICH Mfr of Dairy Products,135453776,13054,0.0001,0.08,0.07,0.06,0.06,0.07,0.06,0.06,0.06,0.08,0.06,0.06,0.06,0.07,0.05,0.07,0.06,0.07,0.09,0.07,0.07,0.08,0.03,0.02,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05
35,UTTAR PRADESH,695,BALLIA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BALLIA Mfr of Dairy Products,135453776,17182,0.0001,0.65,0.41,0.45,0.44,0.52,0.48,0.52,0.61,0.59,0.50,0.59,0.48,0.60,0.71,0.83,0.79,0.78,0.77,1.07,1.02,1.19,1.16,1.41,1.36,1.28,1.55,2.29,2.41,2.12,2.21,2.03
35,UTTAR PRADESH,696,BANDA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BANDA Mfr of Dairy Products,135453776,4887,,0.47,0.41,0.35,0.34,0.37,0.38,0.42,0.53,0.57,0.49,0.53,0.45,0.48,0.44,0.25,0.26,0.34,0.34,0.37,0.34,1.20,1.26,1.37,0.99,0.89,0.70,0.38,0.32,0.33,0.40,0.65
35,UTTAR PRADESH,697,BARA BANKI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BARA BANKI Mfr of Dairy Products,135453776,14320,0.0001,0.11,0.08,0.08,0.08,0.10,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.08,0.11,0.14,0.13,0.14,0.15,0.18,0.20,0.25,0.24,0.23,0.31,0.39,0.41,0.49
35,UTTAR PRADESH,698,BAREILLY,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BAREILLY Mfr of Dairy Products,135453776,307893,0.0023,0.43,0.36,0.45,0.37,0.37,0.36,0.45,0.44,0.52,0.41,0.44,0.34,0.36,0.38,0.48,0.38,0.37,0.40,0.40,0.44,0.42,0.37,0.36,0.37,0.35,0.34,0.32,0.32,0.31,0.22,0.29
35,UTTAR PRADESH,699,BASTI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BASTI Mfr of Dairy Products,135453776,13015,0.0001,0.18,0.15,0.15,0.15,0.16,0.17,0.17,0.19,0.21,0.18,0.24,0.19,0.10,0.09,0.10,0.09,0.12,0.14,0.32,0.34,0.36,0.22,0.24,0.23,0.20,0.16,0.15,0.20,0.23,0.27,0.26
35,UTTAR PRADESH,700,BHIM NAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BHIM NAGAR Mfr of Dairy Products,135453776,4082,,0.02,0.01,0.02,0.02,0.03,0.03,0.02,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.08,-,-,-,-,-,-,-,-,-,-,-,-
35,UTTAR PRADESH,701,BIJNOR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BIJNOR Mfr of Dairy Products,135453776,15331,0.0001,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.07,0.04,0.05,0.11,0.12,0.08,0.14,0.16,0.16,0.09
35,UTTAR PRADESH,702,BUDAUN,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BUDAUN Mfr of Dairy Products,135453776,22923,0.0002,0.38,0.47,0.29,0.30,0.27,0.34,0.21,0.29,0.34,0.29,0.26,0.24,0.16,0.17,0.14,0.16,0.24,0.25,0.22,0.23,0.20,0.36,0.58,0.38,0.29,0.49,0.31,0.19,0.18,0.33,0.29
35,UTTAR PRADESH,703,BULANDSHAHR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,BULANDSHAHR Mfr of Dairy Products,135453776,205100,0.0015,1.14,1.04,1.02,0.89,0.99,0.85,0.94,1.14,1.14,1.02,1.08,0.82,0.95,0.99,0.94,0.83,0.95,1.20,1.14,1.07,1.28,1.41,1.30,1.45,1.28,1.51,1.55,2.69,2.74,3.29,3.01
35,UTTAR PRADESH,704,CHANDAULI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,CHANDAULI Mfr of Dairy Products,135453776,15299,0.0001,0.34,0.26,0.23,0.25,0.18,0.19,0.21,0.41,0.46,0.45,0.51,0.45,0.47,0.48,0.57,0.50,0.40,0.40,0.75,0.72,0.80,0.92,1.19,1.17,0.97,0.90,0.64,0.54,0.50,0.51,0.40
35,UTTAR PRADESH,705,CHITRAKOOT,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,CHITRAKOOT Mfr of Dairy Products,135453776,6758,,1.37,1.28,1.12,0.85,0.84,1.11,0.98,1.12,1.07,1.11,1.10,0.97,1.04,0.90,0.48,0.46,0.46,0.26,0.57,0.92,0.85,1.14,1.20,1.08,0.90,1.23,0.68,0.65,0.52,0.48,0.44
35,UTTAR PRADESH,706,DEORIA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,DEORIA Mfr of Dairy Products,135453776,16440,0.0001,0.47,0.89,0.81,0.71,0.64,0.67,0.69,0.73,0.74,0.64,0.69,0.53,0.50,0.27,0.25,0.23,0.10,0.24,0.62,0.64,0.62,0.80,0.88,0.84,0.81,0.73,0.62,0.55,0.52,0.47,0.45
35,UTTAR PRADESH,707,ETAH,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,ETAH Mfr of Dairy Products,135453776,24348,0.0002,0.54,0.71,0.57,0.30,0.55,0.63,0.61,0.27,0.63,1.10,1.09,0.69,2.42,2.87,3.14,2.05,1.92,2.21,2.25,2.00,0.74,2.10,3.82,1.37,1.13,0.52,0.51,0.31,0.28,0.43,0.56
35,UTTAR PRADESH,708,ETAWAH,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,ETAWAH Mfr of Dairy Products,135453776,32664,0.0002,1.23,0.71,0.58,0.52,0.65,0.50,0.43,0.57,0.55,0.10,0.39,0.35,0.59,0.39,0.28,0.31,0.27,0.22,0.28,0.35,0.45,0.54,0.96,0.92,1.05,0.78,0.61,0.98,0.87,0.60,0.58
35,UTTAR PRADESH,709,FAIZABAD,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,FAIZABAD Mfr of Dairy Products,135453776,4647,,0.05,0.03,0.04,0.04,0.06,0.18,0.20,0.14,0.12,0.10,0.18,0.12,0.17,0.14,0.08,0.13,0.37,0.50,0.42,-,-,-,-,-,-,-,-,-,-,-,-
35,UTTAR PRADESH,710,FARRUKHABAD,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,FARRUKHABAD Mfr of Dairy Products,135453776,5305,,0.14,0.10,0.19,0.17,0.19,0.20,0.17,0.17,0.17,0.15,0.18,0.13,0.08,0.08,0.09,0.08,0.09,0.09,0.19,0.21,0.36,0.46,0.69,0.77,0.87,0.80,0.49,0.32,0.36,0.37,0.45
35,UTTAR PRADESH,711,FATEHPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,FATEHPUR Mfr of Dairy Products,135453776,27621,0.0002,0.44,0.32,0.31,0.26,0.30,0.48,0.55,0.72,0.88,1.11,1.12,0.84,0.88,0.85,0.73,0.49,0.28,0.20,0.23,0.27,0.19,0.18,0.17,0.16,0.28,0.33,0.33,0.38,0.35,0.39,0.37
35,UTTAR PRADESH,712,FIROZABAD,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,FIROZABAD Mfr of Dairy Products,135453776,184538,0.0014,3.93,3.74,3.32,3.10,3.06,3.30,3.21,3.26,3.31,2.75,2.56,2.26,1.44,1.54,3.25,3.01,3.14,5.08,3.93,3.80,3.56,4.87,7.58,6.38,4.62,5.73,7.07,5.92,4.10,4.41,5.28
35,UTTAR PRADESH,713,GAUTAM BUDDHA NAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GAUTAM BUDDHA NAGAR Mfr of Dairy Products,135453776,1346116,0.0099,0.73,1.73,3.33,0.37,0.39,1.33,0.71,1.15,1.31,3.44,3.32,3.47,4.05,5.20,4.36,3.04,2.84,3.85,3.92,2.97,2.27,3.27,3.63,2.38,1.79,1.92,1.76,2.15,1.93,2.38,2.71
35,UTTAR PRADESH,714,GHAZIABAD,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GHAZIABAD Mfr of Dairy Products,135453776,415385,0.0031,0.99,1.06,1.74,1.44,1.15,1.36,1.20,1.54,1.29,1.20,1.30,1.48,0.93,0.90,1.07,1.33,0.40,0.92,0.98,0.81,0.67,0.50,0.39,0.54,0.50,0.54,0.32,0.46,0.36,0.68,0.81
35,UTTAR PRADESH,715,GHAZIPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GHAZIPUR Mfr of Dairy Products,135453776,28187,0.0002,0.44,0.25,0.26,0.23,0.21,0.18,0.15,0.22,0.20,0.21,0.24,0.20,0.28,0.31,0.36,0.30,0.32,0.36,0.65,0.83,1.13,1.34,1.29,1.14,0.92,0.76,0.60,0.62,0.58,0.60,0.57
35,UTTAR PRADESH,716,GONDA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GONDA Mfr of Dairy Products,135453776,17365,0.0001,0.30,0.34,0.28,0.26,0.34,0.38,0.37,0.45,0.44,0.29,0.30,0.37,0.49,0.48,0.35,0.33,0.41,0.41,0.64,0.72,0.60,0.30,0.27,0.31,0.35,0.37,0.41,0.34,0.37,0.39,0.53
35,UTTAR PRADESH,717,GORAKHPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,GORAKHPUR Mfr of Dairy Products,135453776,32504,0.0002,0.09,0.08,0.84,0.83,0.80,0.81,0.78,0.90,0.92,0.79,0.82,0.73,0.15,0.15,0.15,0.12,0.13,0.13,0.16,0.17,0.15,0.16,0.17,0.16,0.17,0.19,0.16,0.14,0.14,0.16,0.16
35,UTTAR PRADESH,718,HAPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,HAPUR Mfr of Dairy Products,135453776,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.35,5.63,1.16,0.71,1.10,3.92,0.79,1.13,2.99,2.09,0.45,0.81
35,UTTAR PRADESH,719,HARDOI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,HARDOI Mfr of Dairy Products,135453776,30975,0.0002,0.20,0.17,0.16,0.10,0.16,0.16,0.13,0.17,0.22,0.19,0.22,0.16,0.22,0.17,0.15,0.15,0.17,0.10,0.18,0.20,0.26,0.22,0.30,0.33,0.39,0.37,0.32,0.31,0.30,0.28,0.33
35,UTTAR PRADESH,720,HATHRAS,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,HATHRAS Mfr of Dairy Products,135453776,31332,0.0002,0.49,0.45,0.43,0.32,0.32,0.33,2.66,1.78,1.98,2.81,3.53,3.47,1.55,1.46,1.39,1.04,1.03,2.10,2.28,0.62,1.48,2.42,2.43,2.10,2.13,2.34,2.76,2.34,2.12,2.38,2.73
35,UTTAR PRADESH,721,JALAUN,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,JALAUN Mfr of Dairy Products,135453776,10744,0.0001,0.38,0.48,0.37,0.35,0.36,0.37,0.34,0.42,0.54,0.42,0.34,0.23,0.23,0.22,0.10,0.10,0.11,0.12,0.18,0.16,0.19,0.21,0.33,0.30,0.37,0.36,0.28,0.26,0.32,0.33,0.30
35,UTTAR PRADESH,722,JAUNPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,JAUNPUR Mfr of Dairy Products,135453776,7273,0.0001,0.24,0.40,0.36,0.37,0.35,0.24,0.24,0.27,0.28,0.25,0.25,0.22,0.24,0.27,0.36,0.37,0.42,0.47,0.53,0.70,0.65,0.77,0.68,0.65,0.54,0.53,0.46,0.44,0.44,0.48,0.56
35,UTTAR PRADESH,723,JHANSI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,JHANSI Mfr of Dairy Products,135453776,17587,0.0001,0.37,0.25,0.25,0.41,0.22,0.28,0.24,0.21,0.20,0.15,0.19,0.31,0.34,0.26,0.34,0.49,0.19,0.23,0.24,0.20,0.32,0.68,0.56,0.64,0.79,0.75,0.76,0.97,0.97,0.92,0.95
35,UTTAR PRADESH,724,JYOTIBA PHULE NAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,JYOTIBA PHULE NAGAR Mfr of Dairy Products,135453776,3509,,0.08,0.08,0.05,0.09,0.12,0.15,0.08,0.14,0.07,0.09,0.09,0.18,0.13,0.13,0.07,0.06,0.09,0.08,0.11,-,-,-,-,-,-,-,-,-,-,-,-
35,UTTAR PRADESH,725,KANAUJ,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KANAUJ Mfr of Dairy Products,135453776,12253,0.0001,0.22,0.18,0.15,0.13,0.13,0.13,0.08,0.08,0.08,0.08,0.08,0.06,0.07,0.09,0.13,0.13,0.13,0.12,0.15,0.18,0.26,0.28,0.26,0.33,0.31,0.29,0.31,0.33,0.32,0.22,0.22
35,UTTAR PRADESH,726,KANPUR DEHAT,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KANPUR DEHAT Mfr of Dairy Products,135453776,12806,0.0001,0.52,0.37,0.48,0.40,0.47,0.98,1.70,2.09,2.19,1.65,1.80,1.75,1.80,1.44,1.41,1.33,1.34,0.98,0.89,0.91,0.89,0.76,0.66,0.86,0.66,0.52,0.53,0.56,0.57,0.64,0.77
35,UTTAR PRADESH,727,KANPUR NAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KANPUR NAGAR Mfr of Dairy Products,135453776,1493704,0.011,1.74,1.66,1.35,1.44,1.36,1.39,1.34,1.34,1.51,1.51,2.16,1.47,0.96,0.88,1.30,1.10,1.21,1.14,1.29,1.19,1.08,0.93,1.56,0.93,0.82,0.78,1.13,0.89,0.74,0.84,1.12
35,UTTAR PRADESH,728,KANSHIRAM NAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KANSHIRAM NAGAR Mfr of Dairy Products,135453776,10251,0.0001,0.46,0.33,0.42,0.35,0.35,0.37,0.37,0.36,0.38,0.31,0.62,0.37,0.42,0.33,0.65,0.21,0.19,0.20,0.26,-,-,-,-,-,-,-,-,-,-,-,-
35,UTTAR PRADESH,729,KASGANJ,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KASGANJ Mfr of Dairy Products,135453776,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22,0.41,0.41,0.33,0.42,0.27,0.37,0.49,0.32,0.33,0.40,0.55
35,UTTAR PRADESH,730,KAUSHAMBI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KAUSHAMBI Mfr of Dairy Products,135453776,2723,,0.43,0.47,0.56,0.48,0.48,0.55,0.62,1.79,2.07,3.64,4.33,4.27,4.67,3.27,2.86,2.64,0.94,2.14,2.53,2.23,2.15,1.87,1.85,2.08,1.87,1.64,2.20,2.01,1.84,1.71,1.44
35,UTTAR PRADESH,731,KHERI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KHERI Mfr of Dairy Products,135453776,33859,0.0002,0.30,0.23,0.22,0.22,0.18,0.15,0.16,0.18,0.21,0.17,0.17,0.12,0.15,0.14,0.16,0.19,0.22,0.20,0.29,0.26,0.32,0.19,0.19,0.19,0.23,0.23,0.23,0.28,0.39,0.28,0.22
35,UTTAR PRADESH,732,KUSHI NAGAR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,KUSHI NAGAR Mfr of Dairy Products,135453776,624,,0.01,0.00,0.01,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.09,0.07,0.18,0.26,0.23,0.14,0.20,0.32,0.32,0.28,0.27,0.24,0.30,0.29,0.39,0.31,0.38,0.32,0.32,0.22
35,UTTAR PRADESH,733,LALITPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,LALITPUR Mfr of Dairy Products,135453776,2186,,0.19,0.14,0.13,0.14,0.13,0.13,0.09,0.11,0.10,0.08,0.08,0.07,0.12,0.07,0.02,0.02,0.04,0.04,0.03,0.07,0.13,0.17,0.37,0.36,0.42,0.61,0.37,0.42,0.51,0.51,0.51
35,UTTAR PRADESH,734,LUCKNOW,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,LUCKNOW Mfr of Dairy Products,135453776,1079976,0.008,0.49,0.76,0.64,1.01,0.71,0.78,1.23,0.79,0.95,0.87,0.57,0.49,0.39,0.59,0.97,0.69,0.63,0.52,0.64,0.43,0.46,0.62,0.55,0.60,0.77,0.61,0.40,0.36,0.50,0.61,0.74
35,UTTAR PRADESH,735,MAHARAJGANJ,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MAHARAJGANJ Mfr of Dairy Products,135453776,8130,0.0001,0.12,0.12,0.19,0.17,0.13,0.14,0.18,0.21,0.19,0.17,0.19,0.16,0.12,0.11,0.08,0.08,0.08,0.13,0.25,0.22,0.18,0.13,0.11,0.13,0.08,0.08,0.06,0.05,0.04,0.07,0.13
35,UTTAR PRADESH,736,MAHOBA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MAHOBA Mfr of Dairy Products,135453776,11495,0.0001,1.28,0.90,0.77,0.73,0.91,0.83,0.65,0.68,1.34,0.58,0.56,0.56,0.96,0.55,0.11,0.10,0.09,0.09,0.12,0.10,0.11,0.09,0.09,0.07,0.13,0.10,0.09,0.12,0.15,0.10,0.09
35,UTTAR PRADESH,737,MAINPURI,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MAINPURI Mfr of Dairy Products,135453776,19464,0.0001,0.25,0.14,0.14,0.15,0.19,0.11,0.10,0.14,0.14,0.07,0.04,0.05,0.03,0.02,0.02,0.01,0.02,0.02,0.03,0.06,0.10,0.06,0.05,0.10,0.15,0.15,0.18,0.16,0.21,0.20,0.20
35,UTTAR PRADESH,738,MATHURA,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MATHURA Mfr of Dairy Products,135453776,62012,0.0005,1.56,1.24,1.11,0.77,0.66,0.83,0.76,1.24,1.28,1.14,0.87,0.70,0.80,0.52,0.30,0.26,0.32,0.36,0.65,0.67,0.81,1.40,1.62,1.83,2.31,2.46,1.99,2.45,2.40,2.28,1.78
35,UTTAR PRADESH,739,MAU,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MAU Mfr of Dairy Products,135453776,18673,0.0001,0.81,0.77,0.72,0.68,0.70,0.80,0.77,0.90,0.89,0.79,0.83,0.78,0.36,0.39,0.45,0.42,0.48,0.96,0.96,1.00,0.76,0.77,0.68,0.64,0.59,0.58,0.65,0.47,0.40,0.45,0.40
35,UTTAR PRADESH,740,MEERUT,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MEERUT Mfr of Dairy Products,135453776,192128,0.0014,0.48,2.01,2.17,2.39,2.05,2.72,3.16,3.94,4.11,3.98,5.38,5.08,3.90,3.92,5.20,4.44,4.11,4.60,5.09,5.25,5.15,5.45,4.54,4.10,3.79,3.30,2.73,3.01,2.85,3.46,2.56
35,UTTAR PRADESH,741,MIRZAPUR,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MIRZAPUR Mfr of Dairy Products,135453776,9774,0.0001,0.12,0.11,0.15,0.14,0.21,0.20,0.17,0.21,0.23,0.19,0.19,0.16,0.15,0.16,0.18,0.18,0.21,0.26,0.37,0.31,0.28,0.24,0.23,0.27,0.28,0.27,0.23,0.25,0.23,0.24,0.22
35,UTTAR PRADESH,742,MORADABAD,II. INDUSTRY,2,2. Food Manufacturing & Processing,(f) Others,Mfr of Dairy Products,MORADABAD Mfr of Dairy Products,135453776,153476,0.0011,0.46,0.39,0.34,0.38,0.46,0.43,0.59,0.76,0.65,0.59,0.57,0.62,0.63,0.57,0.26,0.24,0.29,0.30,0.23,0.18,0.18,0.18,0.16,0.18,0.24,1.57,1.24,1.03,0.22,0.24,0.66
